Sandık No,Seçim Çevresi,Kayıtlı Seçmen Sayısı,Oy Kullanan Seçmen Sayısı,Sandıktan Çıkan Oy Pusulası Sayısı,122. Maddeye Göre Yakılarak İptal Edilen Oy Pusulası Sayısı,Kullanılma-dığından İptal Edilerek Saklanan Oy Pusulası Sayısı,Geçerli Oy Pusulası Sayısı,Geçersiz Oy Pusulası Sayısı,Ersin Tatar,Tufan Erhürman,YDP,MDP,Arif Salih,Ahmet Boran,Mustafa Ulaş,Alpan Uz,Kudret Özersay,Mustafa Akıncı,Serdar Denktaş,Region
29,ÇATALKÖY - ÇATALKÖY,309,163,163,0,146,152,11,48,35,8,0,0,0,0,1,13,45,2,Girne
30,DİKMEN - AĞIRDAĞ,285,186,186,0,99,173,13,47,62,2,0,0,0,0,0,5,55,2,Girne
31,DİKMEN - AĞIRDAĞ,267,163,163,0,104,154,9,40,41,4,0,0,0,0,0,9,59,1,Girne
32,DİKMEN - AĞIRDAĞ,268,178,178,0,90,176,2,47,64,4,0,0,0,0,0,8,50,3,Girne
33,DİKMEN - AKÇİÇEK,77,52,52,0,25,50,2,9,25,0,0,0,0,0,0,2,7,7,Girne
34,DİKMEN - AŞ.DİKMEN MAH,299,187,187,0,112,185,2,75,44,20,1,0,0,0,0,6,36,3,Girne
35,DİKMEN - AŞ.DİKMEN MAH,298,206,206,0,92,202,4,55,73,4,0,1,0,0,1,10,51,7,Girne
36,DİKMEN - AŞ.DİKMEN MAH,295,187,187,0,108,179,8,57,57,6,2,0,0,0,0,8,42,7,Girne
37,DİKMEN - AŞ.DİKMEN MAH,298,179,179,0,133,174,5,47,49,2,0,1,0,0,0,9,60,6,Girne
38,DİKMEN - AŞ.DİKMEN MAH,299,188,188,0,111,186,2,53,62,11,0,0,0,0,0,6,50,4,Girne
39,DİKMEN - AŞ.DİKMEN MAH,298,217,217,0,81,207,10,52,86,1,5,0,0,0,0,4,50,9,Girne
40,DİKMEN - AŞ.TAŞKENT,238,179,179,0,59,175,4,48,69,0,2,2,0,0,0,8,43,3,Girne
41,DİKMEN - BOĞAZKÖY,267,203,203,0,64,198,5,50,47,2,0,0,0,0,0,15,78,6,Girne
42,DİKMEN - BOĞAZKÖY,290,203,203,0,87,190,13,47,64,2,0,0,0,1,1,6,62,7,Girne
43,DİKMEN - BOĞAZKÖY,285,162,162,0,123,159,3,30,41,5,0,1,1,0,0,6,69,6,Girne
44,DİKMEN - BOĞAZKÖY,246,194,194,0,52,186,8,43,48,5,0,0,0,1,0,8,79,2,Girne
45,DİKMEN - BOĞAZKÖY,281,178,178,0,103,177,1,54,52,0,0,2,0,0,0,12,55,2,Girne
46,DİKMEN - DAĞYOLU,241,142,142,0,99,138,4,47,33,1,0,1,0,0,1,6,48,1,Girne
47,DİKMEN - DAĞYOLU,238,139,139,0,99,137,2,44,42,0,0,6,0,0,0,8,34,3,Girne
48,DİKMEN - GÖÇERİ,136,103,103,0,33,103,0,43,49,2,0,1,0,0,0,3,5,0,Girne
49,DİKMEN - GÜNGÖR,17,19,19,0,0,19,0,9,3,1,0,1,0,0,0,1,0,4,Girne
50,DİKMEN - KÖMÜRCÜ,55,44,44,0,11,44,0,5,20,0,0,0,0,0,0,3,12,4,Girne
51,DİKMEN - PINARBAŞI,184,149,149,0,50,137,12,45,41,2,0,0,0,0,0,6,32,11,Girne
52,DİKMEN - PINARBAŞI,187,141,141,0,46,128,13,41,29,6,3,0,0,0,0,1,24,24,Girne
53,DİKMEN - ŞİRİNEVLER,283,221,221,0,62,219,2,88,75,0,0,1,0,0,1,5,43,6,Girne
54,DİKMEN - Y.DİKMEN MAH,310,176,176,0,134,169,7,57,52,4,0,0,0,0,0,14,39,3,Girne
55,DİKMEN - Y.DİKMEN MAH,309,182,182,0,127,164,18,55,52,6,0,0,0,0,0,3,44,4,Girne
56,DİKMEN - Y.TAŞKENT,306,212,212,0,94,202,10,56,70,1,0,0,0,0,0,12,61,2,Girne
57,DİKMEN - YENİ MAH,209,126,126,0,83,124,2,35,41,7,0,1,1,0,0,4,35,0,Girne
58,DİKMEN - YENİ MAH,217,126,126,0,91,122,4,46,29,16,1,0,0,0,0,5,19,6,Girne
59,ESENTEPE - BAHÇELİ,198,104,104,0,94,100,4,33,16,40,0,0,0,0,0,9,1,1,Girne
60,ESENTEPE - BAHÇELİ,200,137,137,0,63,134,3,48,9,61,0,0,0,0,0,12,3,1,Girne
61,ESENTEPE - BEŞPARMAK,41,37,37,0,4,35,2,18,5,0,0,0,0,0,0,3,3,6,Girne
62,ESENTEPE - ESENTEPE,279,186,186,0,93,177,9,30,51,28,0,0,0,1,0,22,40,5,Girne
63,ESENTEPE - ESENTEPE,279,156,156,0,123,155,1,47,49,20,0,1,0,0,0,10,23,5,Girne
64,ESENTEPE - ESENTEPE,279,172,172,0,107,170,2,52,32,36,1,0,0,1,1,15,29,3,Girne
65,ESENTEPE - ESENTEPE,279,186,186,0,93,182,4,28,58,38,0,1,1,1,0,10,36,9,Girne
66,ESENTEPE - ESENTEPE,280,162,162,0,118,159,3,47,37,20,2,0,1,0,0,17,27,8,Girne
67,ESENTEPE - KARAAĞAÇ,236,177,177,0,59,167,10,60,43,0,1,0,0,0,0,8,50,5,Girne
68,GİRNE - AŞ.GİRNE MAH,289,118,118,0,171,108,10,29,21,11,0,0,0,0,0,11,31,5,Girne
69,GİRNE - AŞ.GİRNE MAH,290,132,132,0,158,131,1,51,20,19,4,0,0,0,0,5,28,4,Girne
70,GİRNE - AŞ.GİRNE MAH,285,129,129,0,156,121,8,41,21,17,0,0,0,0,0,8,32,2,Girne
71,GİRNE - AŞ.GİRNE MAH,290,144,144,0,146,142,2,37,31,8,0,0,0,0,0,10,47,9,Girne
72,GİRNE - AŞ.GİRNE MAH,289,122,122,0,167,112,10,33,20,4,1,0,0,0,0,7,44,3,Girne
73,GİRNE - AŞ.GİRNE MAH,288,134,134,0,154,125,9,20,31,17,1,0,0,0,0,7,43,6,Girne
74,GİRNE - AŞ.GİRNE MAH,287,123,123,0,164,108,15,33,21,3,0,0,0,0,0,5,45,1,Girne
75,GİRNE - BEYLERBEYİ,248,120,120,0,128,118,2,34,29,4,0,0,0,0,1,10,38,2,Girne
76,GİRNE - BEYLERBEYİ,251,166,166,0,85,166,0,41,32,1,0,0,0,0,3,19,68,2,Girne
77,GİRNE - BEYLERBEYİ,251,142,142,0,109,139,3,36,29,1,1,0,0,0,1,13,52,6,Girne
78,GİRNE - DOĞANKÖY MAH,300,204,204,0,96,198,6,39,37,16,0,0,0,0,0,14,84,8,Girne
79,GİRNE - DOĞANKÖY MAH,304,212,212,0,92,207,5,43,51,48,0,0,0,0,1,10,43,11,Girne
80,GİRNE - EDREMİT MAH,304,166,166,0,138,165,1,55,40,2,3,0,0,0,0,14,47,4,Girne
81,GİRNE - EDREMİT MAH,293,145,145,0,148,142,3,41,24,1,1,1,0,0,3,23,45,3,Girne
82,GİRNE - KARAKUM MAH,271,143,143,0,128,141,2,40,24,5,0,2,0,0,2,8,58,2,Girne
83,GİRNE - KARAMAN MAH,391,234,234,0,157,229,5,48,43,4,0,1,0,0,0,12,109,12,Girne
84,GİRNE - KARAOĞLANOĞLU MAH,309,161,161,0,148,159,2,52,22,2,0,0,0,1,1,23,54,4,Girne
85,GİRNE - KARAOĞLANOĞLU MAH,307,163,163,0,144,155,8,42,19,4,0,0,0,0,0,5,77,8,Girne
86,GİRNE - KARAOĞLANOĞLU MAH,310,165,165,0,145,160,5,37,21,7,0,1,0,0,1,9,76,8,Girne
87,GİRNE - KARAOĞLANOĞLU MAH,312,162,162,0,150,160,2,51,30,3,0,1,0,0,0,18,52,5,Girne
88,GİRNE - KARAOĞLANOĞLU MAH,313,165,165,0,148,157,8,50,35,3,0,0,0,0,4,6,52,7,Girne
89,GİRNE - KARAOĞLANOĞLU MAH,309,161,161,0,148,157,4,49,36,3,0,0,0,0,0,17,48,4,Girne
90,GİRNE - OZANKÖY,293,187,187,0,106,185,2,58,45,11,0,0,0,0,1,10,56,4,Girne
91,GİRNE - OZANKÖY,290,192,192,0,98,184,8,50,46,6,0,0,0,0,0,17,63,2,Girne
92,GİRNE - OZANKÖY,286,166,166,0,120,163,3,52,39,3,0,0,0,0,0,8,59,2,Girne
93,GİRNE - OZANKÖY,291,187,187,0,104,183,4,61,45,12,0,1,0,0,0,9,50,5,Girne
94,GİRNE - OZANKÖY,287,116,116,0,171,111,5,37,25,5,0,0,0,0,3,5,35,1,Girne
95,GİRNE - OZANKÖY,287,167,167,0,120,166,1,68,32,17,0,0,0,0,0,6,37,6,Girne
96,GİRNE - OZANKÖY,293,170,170,0,123,170,0,48,47,1,0,1,1,0,0,9,57,6,Girne
97,GİRNE - YUKARI GİRNE MAH,293,148,148,0,145,140,8,33,34,10,0,1,0,0,0,11,40,11,Girne
98,GİRNE - YUKARI GİRNE MAH,294,154,154,0,140,151,3,52,25,21,2,0,0,0,0,15,22,14,Girne
99,GİRNE - YUKARI GİRNE MAH,292,147,147,0,145,145,2,44,20,24,1,0,0,0,0,14,28,14,Girne
100,GİRNE - YUKARI GİRNE MAH,291,141,141,0,150,140,1,55,22,12,0,0,0,1,0,11,34,5,Girne
101,GİRNE - YUKARI GİRNE MAH,294,156,156,0,138,155,1,36,36,14,0,0,0,0,0,14,52,3,Girne
102,GİRNE - YUKARI GİRNE MAH,298,146,146,0,152,141,5,37,42,21,0,0,1,0,1,10,26,3,Girne
103,GİRNE - YUKARI GİRNE MAH,292,145,145,0,147,145,0,48,29,12,1,0,0,0,0,15,37,3,Girne
104,GİRNE - YUKARI GİRNE MAH,295,163,163,0,132,147,16,41,28,17,1,1,0,0,1,22,32,4,Girne
105,GİRNE - YUKARI GİRNE MAH,294,141,141,0,153,140,1,29,40,18,0,1,0,0,0,11,38,3,Girne
106,GİRNE - YUKARI GİRNE MAH,290,126,126,0,164,125,1,23,31,12,0,1,0,0,0,9,46,3,Girne
107,GİRNE - YUKARI GİRNE MAH,293,137,137,0,156,127,10,31,27,8,0,0,0,1,0,8,45,7,Girne
108,GİRNE - YUKARI GİRNE MAH,294,164,164,0,130,155,9,37,26,8,0,0,0,0,0,14,66,4,Girne
109,GİRNE - YUKARI GİRNE MAH,294,143,143,0,151,127,16,29,34,9,0,0,0,0,0,8,46,1,Girne
110,GİRNE - YUKARI GİRNE MAH,289,146,146,0,143,139,7,31,30,3,0,0,0,0,0,5,61,9,Girne
111,GİRNE - YUKARI GİRNE MAH,286,141,141,0,145,133,8,40,15,13,1,1,0,0,0,7,53,3,Girne
112,GİRNE - YUKARI GİRNE MAH,288,162,162,0,126,147,15,42,31,9,0,1,0,0,0,15,46,3,Girne
113,GİRNE - YUKARI GİRNE MAH,286,161,161,0,125,146,15,29,34,10,0,0,0,1,0,5,65,2,Girne
114,GİRNE - YUKARI GİRNE MAH,288,137,137,0,151,135,2,18,40,4,2,1,0,0,1,8,59,2,Girne
115,GİRNE - YUKARI GİRNE MAH,289,141,141,0,148,134,7,45,22,11,0,0,0,0,1,5,40,10,Girne
116,GİRNE - YUKARI GİRNE MAH,286,185,185,0,101,165,20,29,36,13,0,0,0,0,1,3,77,6,Girne
117,GİRNE - YUKARI GİRNE MAH,287,159,159,0,128,132,27,42,31,9,0,0,0,0,0,16,25,9,Girne
118,GİRNE - YUKARI GİRNE MAH,288,147,147,0,141,134,13,40,23,8,1,0,0,0,1,7,46,8,Girne
119,GİRNE - YUKARI GİRNE MAH,288,167,167,0,121,161,6,33,25,24,0,0,0,0,0,12,61,6,Girne
120,GİRNE - YUKARI GİRNE MAH,287,155,155,0,132,148,7,42,16,7,1,2,0,0,0,12,60,8,Girne
121,GİRNE - YUKARI GİRNE MAH,287,152,152,0,135,142,10,48,26,3,0,0,0,0,1,4,57,3,Girne
122,GİRNE - YUKARI GİRNE MAH,287,141,141,0,146,139,2,54,17,10,1,1,0,0,1,13,39,3,Girne
123,GİRNE - YUKARI GİRNE MAH,290,142,142,0,148,123,19,37,26,10,1,0,0,0,0,9,37,3,Girne
124,GİRNE - YUKARI GİRNE MAH,286,147,147,0,139,134,13,39,31,11,0,0,0,0,0,9,37,7,Girne
125,GİRNE - YUKARI GİRNE MAH,286,150,150,0,136,142,8,40,31,13,2,0,1,0,0,5,45,5,Girne
126,GİRNE - YUKARI GİRNE MAH,290,151,151,0,139,147,4,46,31,29,0,0,0,1,0,13,25,2,Girne
127,GİRNE - YUKARI GİRNE MAH,289,153,153,0,136,151,2,35,45,12,4,0,0,0,1,4,42,8,Girne
128,GİRNE - ZEYTİNLİK KESİMİ MAH,245,147,147,0,98,147,0,47,24,2,1,0,1,0,0,4,56,12,Girne
129,GİRNE - ZEYTİNLİK KÖY MAH,213,135,135,0,78,133,2,27,38,2,0,1,0,0,0,11,52,2,Girne
130,GİRNE - ZEYTİNLİK KÖY MAH,214,117,117,0,97,109,8,25,20,6,1,0,1,0,0,12,41,3,Girne
131,LAPTA - ADATEPE MAH,271,135,135,0,136,134,1,41,29,8,1,0,0,0,0,8,44,3,Girne
132,LAPTA - AKDENİZ,216,105,105,0,111,100,5,23,31,0,1,1,0,0,0,5,28,11,Girne
133,LAPTA - AKDENİZ,213,108,108,0,105,108,0,14,38,2,1,0,0,0,0,5,45,3,Girne
134,LAPTA - ALEMDAĞ,67,56,56,0,11,54,2,23,14,1,1,1,0,0,0,2,12,0,Girne
135,LAPTA - BAŞPINAR MAH,185,87,87,0,98,80,7,20,16,36,2,0,0,0,0,2,3,1,Girne
136,LAPTA - BAŞPINAR MAH,186,82,82,0,104,81,1,21,7,36,0,0,0,0,0,2,14,1,Girne
137,LAPTA - ÇAMLIBEL,291,169,169,0,122,158,11,54,37,3,0,2,0,0,0,8,51,3,Girne
138,LAPTA - ÇAMLIBEL,289,175,175,0,114,166,9,40,43,4,1,0,1,0,0,10,64,3,Girne
139,LAPTA - GEÇİTKÖY,107,89,89,0,18,81,8,52,13,6,0,0,0,0,0,0,6,4,Girne
140,LAPTA - HİSARKÖY,173,123,123,0,50,117,6,16,43,1,0,0,0,0,0,0,55,2,Girne
141,LAPTA - KARŞIYAKA,258,133,133,0,125,129,4,55,17,26,1,0,0,0,0,1,23,6,Girne
142,LAPTA - KARŞIYAKA,259,137,137,0,122,133,4,38,23,35,0,0,1,0,0,11,22,3,Girne
143,LAPTA - KARŞIYAKA,256,138,138,0,118,125,13,37,37,13,0,0,0,0,0,4,29,5,Girne
144,LAPTA - KARŞIYAKA,258,166,166,0,92,157,9,35,55,16,0,0,0,0,0,4,43,4,Girne
145,LAPTA - KARŞIYAKA,251,139,139,0,112,128,11,24,29,45,0,0,0,0,0,4,22,4,Girne
146,LAPTA - KAYALAR,166,131,131,0,35,123,8,61,5,37,0,0,0,0,0,14,2,4,Girne
147,LAPTA - KOCATEPE MAH,262,141,141,0,121,134,7,50,23,16,0,0,0,0,0,4,39,2,Girne
148,LAPTA - KOCATEPE MAH,263,142,142,0,121,127,15,21,31,16,2,0,1,0,0,6,48,2,Girne
149,LAPTA - KOCATEPE MAH,260,148,148,0,112,147,1,46,25,26,0,0,0,0,1,11,38,0,Girne
150,LAPTA - KOCATEPE MAH,260,146,146,0,114,143,3,36,37,11,0,1,0,0,0,12,44,2,Girne
151,LAPTA - KOZAN,310,210,210,0,100,204,6,99,37,3,0,4,0,1,0,5,43,12,Girne
152,LAPTA - SADRAZAMKÖY,159,109,109,0,50,109,0,39,5,51,1,1,0,0,0,10,2,0,Girne
153,LAPTA - SAKARYA MAH LAPTA,115,69,69,0,46,69,0,15,11,7,0,1,0,0,0,13,20,2,Girne
154,LAPTA - TEPEBAŞI,299,193,193,0,106,183,10,42,60,39,0,0,0,0,0,0,34,8,Girne
155,LAPTA - TEPEBAŞI,299,196,196,0,103,190,6,85,36,22,0,0,1,0,0,3,31,12,Girne
156,LAPTA - TINAZTEPE MAH,274,158,158,0,116,154,4,32,41,20,1,0,0,0,0,6,52,2,Girne
157,LAPTA - TINAZTEPE MAH,277,137,137,0,140,136,1,47,26,7,0,0,0,0,0,8,44,4,Girne
158,LAPTA - TINAZTEPE MAH,274,162,162,0,112,141,21,44,37,5,0,1,0,0,1,6,41,6,Girne
159,LAPTA - TINAZTEPE MAH,275,161,161,0,114,157,4,63,25,11,1,0,0,0,1,4,44,8,Girne
160,LAPTA - TINAZTEPE MAH,273,153,153,0,120,149,4,49,32,14,0,0,0,1,0,2,44,7,Girne
161,LAPTA - TÜRK MAH,212,115,115,0,97,106,9,34,28,7,0,1,0,0,0,4,29,3,Girne
162,LAPTA - YAVUZ MAH,206,98,98,0,108,96,2,18,26,13,0,1,0,0,1,3,31,3,Girne
163,LAPTA - YAVUZ MAH,206,115,115,0,91,115,0,33,35,9,0,1,0,0,1,4,29,3,Girne
1,GÜZELYURT - AKÇAY,308,187,187,0,121,181,6,30,60,1,0,2,0,1,0,8,56,23,Gyurt
2,GÜZELYURT - AKÇAY,308,217,217,0,91,187,30,44,54,3,0,2,0,0,0,5,56,23,Gyurt
3,GÜZELYURT - AKÇAY,312,213,213,0,99,204,9,67,55,0,2,1,0,0,0,6,59,14,Gyurt
4,GÜZELYURT - AŞ.BOSTANCI MAH,266,163,163,0,103,160,3,47,49,10,0,0,0,1,0,5,42,6,Gyurt
5,GÜZELYURT - AŞ.BOSTANCI MAH,273,162,162,0,111,152,10,35,36,4,0,0,1,0,0,6,60,10,Gyurt
6,GÜZELYURT - AŞ.BOSTANCI MAH,273,150,150,0,123,145,5,29,42,3,4,0,0,0,0,5,57,5,Gyurt
7,GÜZELYURT - AŞ.BOSTANCI MAH,274,176,176,0,98,170,6,59,34,4,2,1,1,1,2,2,56,8,Gyurt
8,GÜZELYURT - AŞ.BOSTANCI MAH,266,152,152,0,114,148,4,46,38,3,1,0,0,0,0,5,50,5,Gyurt
9,GÜZELYURT - AŞ.BOSTANCI MAH,281,158,158,0,123,153,5,29,37,9,2,0,0,0,0,10,52,14,Gyurt
10,GÜZELYURT - AYDINKÖY,315,168,168,0,147,164,4,45,35,22,0,0,0,0,0,14,45,3,Gyurt
11,GÜZELYURT - AYDINKÖY,318,195,195,0,123,186,9,71,27,23,0,3,0,0,0,10,47,5,Gyurt
12,GÜZELYURT - AYDINKÖY,314,190,190,0,124,175,15,59,21,24,1,0,0,0,0,2,65,3,Gyurt
13,GÜZELYURT - GAYRETKÖY,324,209,209,0,115,204,5,81,31,25,1,0,0,0,0,25,9,32,Gyurt
14,GÜZELYURT - GÜNEŞKÖY MAH,317,195,195,0,122,184,11,51,24,22,0,1,0,0,0,15,62,9,Gyurt
15,GÜZELYURT - İSMET PAŞA MAH,295,158,158,0,137,156,2,54,29,2,0,0,0,0,1,8,53,9,Gyurt
16,GÜZELYURT - İSMET PAŞA MAH,294,180,180,0,114,169,11,74,28,5,0,0,1,0,0,9,46,6,Gyurt
17,GÜZELYURT - İSMET PAŞA MAH,299,169,169,0,130,165,4,76,24,5,0,0,0,0,1,7,39,13,Gyurt
18,GÜZELYURT - İSMET PAŞA MAH,295,150,150,0,145,144,6,66,22,4,2,0,0,0,1,7,34,8,Gyurt
19,GÜZELYURT - İSMET PAŞA MAH,303,185,185,0,118,168,17,39,31,4,0,0,0,0,0,17,64,13,Gyurt
20,GÜZELYURT - İSMET PAŞA MAH,314,193,193,0,121,188,5,26,35,2,2,0,0,0,0,17,96,10,Gyurt
21,GÜZELYURT - İSMET PAŞA MAH,306,189,189,0,117,189,0,53,34,7,0,0,0,0,0,15,71,9,Gyurt
22,GÜZELYURT - İSMET PAŞA MAH,310,186,186,0,124,178,8,71,19,2,1,0,0,0,0,16,50,19,Gyurt
23,GÜZELYURT - KALKANLI,348,207,207,0,141,203,4,52,49,4,0,0,0,0,0,14,78,6,Gyurt
24,GÜZELYURT - KALKANLI,344,236,236,0,108,228,8,47,68,3,0,1,1,0,0,13,83,12,Gyurt
25,GÜZELYURT - LALA M.PAŞA MAH GÜZ,286,161,161,0,125,156,5,40,28,4,2,0,0,0,1,4,62,15,Gyurt
26,GÜZELYURT - LALA M.PAŞA MAH GÜZ,280,147,147,0,133,134,13,40,20,2,2,0,0,0,0,8,51,11,Gyurt
27,GÜZELYURT - LALA M.PAŞA MAH GÜZ,290,164,164,0,126,155,9,46,35,9,3,0,0,0,1,5,49,7,Gyurt
28,GÜZELYURT - MEVLEVİ,237,159,159,0,78,153,6,58,14,26,1,2,0,0,2,9,31,10,Gyurt
29,GÜZELYURT - PİYALE PAŞA MAH GÜZ,280,148,148,0,132,143,5,53,19,7,0,0,0,1,0,11,51,1,Gyurt
30,GÜZELYURT - PİYALE PAŞA MAH GÜZ,282,171,171,0,111,163,8,75,33,2,0,0,0,0,0,5,47,1,Gyurt
31,GÜZELYURT - PİYALE PAŞA MAH GÜZ,271,152,152,0,119,143,9,47,21,10,0,2,0,0,1,5,46,11,Gyurt
32,GÜZELYURT - PİYALE PAŞA MAH GÜZ,280,158,158,0,122,154,4,51,18,0,0,0,0,0,0,13,61,11,Gyurt
33,GÜZELYURT - PİYALE PAŞA MAH GÜZ,291,152,152,0,139,151,1,43,26,3,0,0,0,0,0,7,47,25,Gyurt
34,GÜZELYURT - PİYALE PAŞA MAH GÜZ,277,188,188,0,89,187,1,43,57,5,0,0,0,0,0,5,72,5,Gyurt
35,GÜZELYURT - PİYALE PAŞA MAH GÜZ,284,174,174,0,110,172,2,32,31,6,4,0,0,0,0,13,71,15,Gyurt
36,GÜZELYURT - PİYALE PAŞA MAH GÜZ,282,148,148,0,134,143,5,37,42,6,0,0,0,0,0,18,31,9,Gyurt
37,GÜZELYURT - PİYALE PAŞA MAH GÜZ,289,166,166,0,123,160,6,58,30,8,0,0,0,0,0,11,42,11,Gyurt
38,GÜZELYURT - PİYALE PAŞA MAH GÜZ,260,129,129,0,131,125,4,35,27,5,0,0,0,0,0,7,48,3,Gyurt
39,GÜZELYURT - PİYALE PAŞA MAH GÜZ,267,147,147,0,120,142,5,36,27,6,0,1,0,0,0,8,56,8,Gyurt
40,GÜZELYURT - PİYALE PAŞA MAH GÜZ,272,160,160,0,112,145,15,36,25,6,0,1,0,0,1,3,62,11,Gyurt
41,GÜZELYURT - SERHATKÖY,251,180,180,0,71,178,2,58,35,1,3,0,0,0,0,3,69,9,Gyurt
42,GÜZELYURT - SERHATKÖY,248,171,171,0,77,163,8,38,32,4,3,1,0,0,0,8,71,6,Gyurt
43,GÜZELYURT - ŞAHİNLER,148,114,114,0,34,111,3,52,16,16,0,0,0,0,0,2,18,7,Gyurt
44,GÜZELYURT - Y.BOSTANCI MAH,279,164,164,0,115,161,3,54,33,9,0,0,1,1,1,17,33,12,Gyurt
45,GÜZELYURT - Y.BOSTANCI MAH,277,146,146,0,131,142,4,61,20,20,0,2,0,0,0,3,28,8,Gyurt
46,GÜZELYURT - Y.BOSTANCI MAH,274,147,147,0,127,138,9,47,37,7,3,1,0,0,1,5,33,4,Gyurt
47,GÜZELYURT - Y.BOSTANCI MAH,275,150,150,0,125,145,5,67,18,19,0,0,0,1,0,18,15,7,Gyurt
48,GÜZELYURT - YAYLA MAH,255,134,134,0,121,128,6,50,26,2,0,0,0,1,2,9,29,9,Gyurt
49,GÜZELYURT - YAYLA MAH,246,110,110,0,136,96,14,43,19,3,0,1,0,0,0,2,19,9,Gyurt
50,GÜZELYURT - YAYLA MAH,246,126,126,0,120,123,3,50,24,1,1,0,0,0,0,6,26,15,Gyurt
51,GÜZELYURT - YUVACIK,59,44,44,0,15,42,2,10,10,1,0,0,0,0,0,0,10,11,Gyurt
52,GÜZELYURT - ZÜMRÜTKÖY,254,157,157,0,97,154,3,34,31,4,0,1,1,0,0,2,73,8,Gyurt
53,GÜZELYURT - ZÜMRÜTKÖY,254,148,148,0,106,143,5,41,32,8,0,0,1,0,0,5,52,4,Gyurt
54,GÜZELYURT - ZÜMRÜTKÖY,251,138,138,0,113,136,2,29,29,1,0,1,0,0,0,6,64,6,Gyurt
1,LEFKE - BADEMLİKÖY,79,46,46,0,33,44,2,13,7,7,1,1,0,0,0,2,11,2,Lefke
2,LEFKE - BAĞLIKÖY MAH,194,104,104,0,90,99,5,47,14,0,0,0,0,0,0,6,18,14,Lefke
3,LEFKE - CENGİZKÖY MAH,171,127,127,0,44,126,1,26,21,2,0,1,0,0,0,6,24,46,Lefke
4,LEFKE - ÇAMLIKÖY,118,85,85,0,33,80,5,39,6,3,1,0,0,1,0,8,11,11,Lefke
5,LEFKE - DENİZLİ MAH,192,117,117,0,75,116,1,26,27,3,0,0,0,0,1,1,43,15,Lefke
6,LEFKE - DENİZLİ MAH,194,139,139,0,55,135,4,31,33,7,0,1,0,0,0,12,34,17,Lefke
7,LEFKE - DOĞANCI,263,157,157,0,106,154,3,40,25,1,0,1,0,0,0,8,66,13,Lefke
8,LEFKE - DOĞANCI,263,153,153,0,110,141,12,24,25,0,0,0,0,0,0,6,72,14,Lefke
9,LEFKE - DOĞANCI,262,168,168,0,94,165,3,35,34,0,0,0,0,0,0,8,81,7,Lefke
10,LEFKE - DOĞANCI,259,175,175,0,84,169,6,39,27,0,1,0,0,0,0,3,90,9,Lefke
11,LEFKE - GAZİVEREN,270,204,204,0,66,199,5,46,37,6,0,0,0,0,1,24,73,12,Lefke
12,LEFKE - GAZİVEREN,270,173,173,0,97,170,3,24,36,5,2,3,0,0,0,7,76,17,Lefke
13,LEFKE - GAZİVEREN,267,211,211,0,56,205,6,43,29,4,0,0,0,0,2,16,84,27,Lefke
14,LEFKE - GEMİKONAĞI MAH,179,109,109,0,70,104,5,37,18,8,1,0,0,0,0,2,27,11,Lefke
15,LEFKE - GEMİKONAĞI MAH,183,108,108,0,75,106,2,36,17,7,0,0,0,0,0,0,25,21,Lefke
16,LEFKE - LEFKE MAH,271,146,146,0,125,135,11,44,31,9,1,1,0,0,0,3,34,12,Lefke
